00303 	VILLAR 	3.020 	0,40 	2.951 	0,39
00304 	ACOSTA 	2.951 	0,39 	2.955 	0,39
00305 	CANALS 	3.004 	0,40 	2.881 	0,38
00306 	NOGUERA 	2.925 	0,39 	2.943 	0,39
00307 	MONTOYA 	2.834 	0,38 	3.030 	0,40
00308 	PULIDO 	2.889 	0,38 	2.935 	0,39
00309 	BATLLE 	2.984 	0,40 	2.810 	0,37
00310 	LATORRE 	2.934 	0,39 	2.842 	0,38
00311 	GRANADOS 	2.906 	0,39 	2.857 	0,38
00312 	OLIVERAS 	2.827 	0,37 	2.899 	0,38
00313 	ARJONA 	2.815 	0,37 	2.889 	0,38
00314 	TRUJILLO 	2.739 	0,36 	2.934 	0,39
00315 	AYALA 	2.832 	0,38 	2.840 	0,38
00316 	MENA 	2.846 	0,38 	2.817 	0,37
00317 	ROSA 	2.737 	0,36 	2.881 	0,38
00318 	CERVERA 	2.809 	0,37 	2.770 	0,37
00319 	BONILLA 	2.780 	0,37 	2.780 	0,37
00320 	BURGOS 	2.815 	0,37 	2.687 	0,36
00321 	JUAREZ 	2.797 	0,37 	2.700 	0,36
00322 	MORAL 	2.711 	0,36 	2.765 	0,37
00323 	ROURA 	2.759 	0,37 	2.709 	0,36
00324 	BALLESTEROS 	2.756 	0,37 	2.705 	0,36
00325 	CARO 	2.649 	0,35 	2.806 	0,37

    * Menys resultats
    * Més resultats

00326 	DA SILVA 	2.529 	0,34 	2.878 	0,38
00327 	BLAZQUEZ 	2.646 	0,35 	2.753 	0,36
00328 	CHEN 	5.172 	0,69 	218 	0,03
00329 	AMADOR 	2.729 	0,36 	2.653 	0,35
00330 	VILLALBA 	2.667 	0,35 	2.667 	0,35
00331 	VILANOVA 	2.665 	0,35 	2.668 	0,35
00332 	JULIA 	2.741 	0,36 	2.589 	0,34
00333 	CORDOBA 	2.627 	0,35 	2.680 	0,36
00333 	MATEOS 	2.646 	0,35 	2.661 	0,35
00335 	ZAPATA 	2.674 	0,35 	2.626 	0,35
00336 	VENDRELL 	2.695 	0,36 	2.601 	0,34
00337 	CATALAN 	2.728 	0,36 	2.556 	0,34
00338 	MONTSERRAT 	2.643 	0,35 	2.623 	0,35
00339 	MASIP 	2.682 	0,36 	2.575 	0,34
00340 	VILALTA 	2.648 	0,35 	2.587 	0,34
00341 	PLANA 	2.724 	0,36 	2.506 	0,33
00342 	POLO 	2.637 	0,35 	2.591 	0,34
00343 	PERALTA 	2.623 	0,35 	2.580 	0,34
00344 	BAENA 	2.633 	0,35 	2.563 	0,34
00345 	CID 	2.650 	0,35 	2.535 	0,34
00346 	ANTON 	2.614 	0,35 	2.563 	0,34
00347 	NAVARRETE 	2.553 	0,34 	2.621 	0,35
00348 	COBO 	2.564 	0,34 	2.588 	0,34
00349 	ESTEVEZ 	2.533 	0,34 	2.599 	0,34
00350 	CHACON 	2.574 	0,34 	2.536 	0,34

    * Menys resultats
    * Més resultats

00350 	PORTA 	2.642 	0,35 	2.468 	0,33
00352 	CORRAL 	2.525 	0,33 	2.563 	0,34
00353 	DE LA CRUZ 	2.646 	0,35 	2.433 	0,32
00354 	SEGARRA 	2.603 	0,35 	2.472 	0,33
00354 	VILLEGAS 	2.510 	0,33 	2.565 	0,34
00356 	COROMINAS 	2.501 	0,33 	2.556 	0,34
00357 	PINEDA 	2.543 	0,34 	2.456 	0,33
00358 	MESTRES 	2.504 	0,33 	2.488 	0,33
00359 	SALINAS 	2.491 	0,33 	2.479 	0,33
00360 	CAMARA 	3.320 	0,44 	1.645 	0,22
00360 	LLOBET 	2.501 	0,33 	2.464 	0,33
00362 	CAPARROS 	2.530 	0,34 	2.408 	0,32
00363 	CACERES 	2.475 	0,33 	2.458 	0,33
00364 	FABREGAS 	2.371 	0,31 	2.557 	0,34
00365 	PINO 	2.537 	0,34 	2.385 	0,32
00366 	OLIVE 	2.451 	0,32 	2.466 	0,33
00366 	PALMA 	2.437 	0,32 	2.480 	0,33
00368 	LUCAS 	2.453 	0,33 	2.462 	0,33
00369 	CABEZAS 	2.503 	0,33 	2.410 	0,32
00370 	MESTRE 	2.555 	0,34 	2.348 	0,31
00371 	VALENZUELA 	2.462 	0,33 	2.420 	0,32
00372 	CARRION 	2.392 	0,32 	2.483 	0,33
00373 	CONDE 	2.367 	0,31 	2.498 	0,33
00374 	CASTELLO 	2.333 	0,31 	2.517 	0,33
00375 	RIVERO 	2.431 	0,32 	2.411 	0,32

    * Menys resultats
    * Més resultats

00376 	PINTO 	2.416 	0,32 	2.407 	0,32
00377 	ZAMBRANO 	2.379 	0,32 	2.443 	0,32
00378 	MIQUEL 	2.441 	0,32 	2.379 	0,32
00379 	CUESTA 	2.450 	0,32 	2.350 	0,31
00380 	CARRETERO 	2.340 	0,31 	2.458 	0,33
00381 	CARBO 	2.476 	0,33 	2.311 	0,31
00382 	MORERA 	2.456 	0,33 	2.326 	0,31
00382 	SERRAT 	2.431 	0,32 	2.351 	0,31
00384 	OLLE 	2.431 	0,32 	2.346 	0,31
00385 	TEIXIDO 	2.507 	0,33 	2.264 	0,30
00386 	ARNAU 	2.413 	0,32 	2.353 	0,31
00387 	ROMERA 	2.477 	0,33 	2.285 	0,30
00388 	BARCELO 	2.410 	0,32 	2.342 	0,31
00389 	JOVE 	2.340 	0,31 	2.392 	0,32
00390 	OLIVARES 	2.451 	0,32 	2.266 	0,30
00391 	CASTILLA 	2.360 	0,31 	2.351 	0,31
00392 	VALLEJO 	2.263 	0,30 	2.430 	0,32
00393 	CASTELLA 	2.361 	0,31 	2.317 	0,31
00394 	BARBA 	2.385 	0,32 	2.284 	0,30
00395 	MATAS 	2.417 	0,32 	2.245 	0,30
00396 	PORRAS 	2.291 	0,30 	2.365 	0,31
00397 	BERMEJO 	2.198 	0,29 	2.453 	0,33
00398 	CALERO 	2.312 	0,31 	2.331 	0,31
00399 	RIPOLL 	2.304 	0,31 	2.338 	0,31
00400 	GAMEZ 	2.292 	0,30 	2.311 	0,31

    * Menys resultats
    * Més resultats

00401 	DE LA TORRE 	2.327 	0,31 	2.269 	0,30
00402 	RIBA 	2.380 	0,32 	2.205 	0,29
00403 	PARES 	2.346 	0,31 	2.223 	0,29
00404 	NICOLAS 	2.301 	0,30 	2.252 	0,30
00405 	ESCRIBANO 	2.196 	0,29 	2.343 	0,31
00406 	VELA 	2.273 	0,30 	2.261 	0,30
00407 	BARROSO 	2.257 	0,30 	2.266 	0,30
00408 	RODRIGO 	2.173 	0,29 	2.308 	0,31
00409 	PEREA 	2.244 	0,30 	2.234 	0,30
00410 	GALERA 	2.164 	0,29 	2.304 	0,31
00411 	BORRELL 	2.346 	0,31 	2.109 	0,28
00412 	LEAL 	2.175 	0,29 	2.260 	0,30
00413 	TENA 	2.193 	0,29 	2.237 	0,30
00414 	MARTORELL 	2.180 	0,29 	2.245 	0,30
00415 	TAPIA 	2.293 	0,30 	2.126 	0,28
00416 	FRANCH 	2.204 	0,29 	2.190 	0,29
00417 	NARANJO 	2.185 	0,29 	2.207 	0,29
00418 	CORREA 	2.197 	0,29 	2.154 	0,29
00419 	SALVADO 	2.177 	0,29 	2.173 	0,29
00420 	CLEMENTE 	2.226 	0,30 	2.118 	0,28
00421 	ESPEJO 	2.151 	0,29 	2.189 	0,29
00421 	SANTANA 	2.181 	0,29 	2.159 	0,29
00423 	VASQUEZ 	2.205 	0,29 	2.129 	0,28
00424 	MOYANO 	2.146 	0,28 	2.181 	0,29
00425 	GIBERT 	2.217 	0,29 	2.103 	0,28

    * Menys resultats
    * Més resultats

00426 	OLLER 	2.226 	0,30 	2.090 	0,28
00427 	VERGES 	2.158 	0,29 	2.154 	0,29
00428 	GUARDIA 	2.163 	0,29 	2.116 	0,28
00429 	QUEROL 	2.151 	0,29 	2.105 	0,28
00430 	TORRENTS 	2.162 	0,29 	2.082 	0,28
00431 	GUELL 	2.112 	0,28 	2.130 	0,28
00432 	BALLESTER 	2.153 	0,29 	2.086 	0,28
00433 	DE LA FUENTE 	2.159 	0,29 	2.079 	0,28
00434 	CORDERO 	2.036 	0,27 	2.197 	0,29
00434 	DEL RIO 	2.149 	0,28 	2.084 	0,28
00436 	CASELLAS 	2.167 	0,29 	2.062 	0,27
00436 	VARELA 	2.104 	0,28 	2.125 	0,28
00438 	ALFONSO 	2.047 	0,27 	2.174 	0,29
00439 	HUGUET 	2.191 	0,29 	2.011 	0,27
00439 	OTERO 	2.103 	0,28 	2.099 	0,28
00439 	SOLIS 	2.059 	0,27 	2.143 	0,28
00442 	COBOS 	2.070 	0,27 	2.128 	0,28
00443 	ALCALA 	2.047 	0,27 	2.149 	0,28
00444 	AMAT 	2.194 	0,29 	1.997 	0,26
00445 	CATALA 	2.144 	0,28 	2.042 	0,27
00446 	FELIU 	2.152 	0,29 	2.029 	0,27
00446 	GUASCH 	2.173 	0,29 	2.008 	0,27
00448 	ALCANTARA 	2.094 	0,28 	2.085 	0,28
00449 	PIZARRO 	2.185 	0,29 	1.992 	0,26
00450 	AZNAR 	2.120 	0,28 	2.050 	0,27

    * Menys resultats
    * Més resultats

00451 	VILLA 	2.144 	0,28 	2.019 	0,27
00452 	CARVAJAL 	2.108 	0,28 	2.034 	0,27
00453 	BARRAGAN 	2.107 	0,28 	2.016 	0,27
00454 	ALCAIDE 	2.045 	0,27 	2.057 	0,27
