01133 	CORTINA 	816 	0,11 	854 	0,11
01134 	ANGUITA 	862 	0,11 	807 	0,11
01135 	AYUSO 	820 	0,11 	846 	0,11
01135 	PLANS 	805 	0,11 	861 	0,11
01135 	SOLANA 	806 	0,11 	860 	0,11
01138 	MONTALBAN 	828 	0,11 	837 	0,11
01139 	LOPERA 	863 	0,11 	799 	0,11
01140 	BERROCAL 	834 	0,11 	827 	0,11
01141 	DE LOS SANTOS 	851 	0,11 	809 	0,11
01141 	IBARS 	784 	0,10 	876 	0,12
01143 	DEL CASTILLO 	840 	0,11 	819 	0,11
01144 	TOLEDANO 	791 	0,10 	867 	0,11
01145 	MERA 	882 	0,12 	774 	0,10
01145 	VIVANCOS 	850 	0,11 	806 	0,11
01147 	MOLINERO 	863 	0,11 	792 	0,10
01147 	VERDU 	851 	0,11 	804 	0,11
01149 	TORRICO 	884 	0,12 	770 	0,10
01150 	BATET 	820 	0,11 	828 	0,11

    * Menys resultats
    * Més resultats

01151 	GALIANO 	789 	0,10 	858 	0,11
01152 	BARRACHINA 	896 	0,12 	749 	0,10
01152 	MORATA 	864 	0,11 	781 	0,10
01152 	TORNER 	858 	0,11 	787 	0,10
01155 	GRANERO 	804 	0,11 	840 	0,11
01156 	JUNCOSA 	806 	0,11 	836 	0,11
01157 	BAEZ 	768 	0,10 	873 	0,12
01158 	ROPERO 	793 	0,11 	847 	0,11
01159 	AYATS 	844 	0,11 	793 	0,11
01160 	GORDO 	809 	0,11 	827 	0,11
01161 	MUÑIZ 	829 	0,11 	806 	0,11
01162 	BENAVENTE 	868 	0,12 	763 	0,10
01163 	FRANQUESA 	847 	0,11 	782 	0,10
01164 	CIVIT 	816 	0,11 	812 	0,11
01165 	PALACIN 	787 	0,10 	840 	0,11
01166 	SAENZ 	851 	0,11 	769 	0,10
01167 	PERA 	834 	0,11 	784 	0,10
01168 	MONTAGUT 	790 	0,10 	827 	0,11
01169 	FERRERO 	797 	0,11 	818 	0,11
01169 	ZAMORANO 	800 	0,11 	815 	0,11
01171 	GUIX 	787 	0,10 	827 	0,11
01172 	AGUAYO 	820 	0,11 	791 	0,10
01172 	MONCLUS 	837 	0,11 	774 	0,10
01174 	BERLANGA 	804 	0,11 	803 	0,11
01174 	CORBALAN 	765 	0,10 	842 	0,11

    * Menys resultats
    * Més resultats

01176 	ELVIRA 	802 	0,11 	804 	0,11
01177 	CALZADA 	794 	0,11 	811 	0,11
01178 	ALMAGRO 	723 	0,10 	879 	0,12
01179 	HERRAIZ 	782 	0,10 	819 	0,11
01180 	PARRILLA 	784 	0,10 	816 	0,11
01181 	FERRES 	813 	0,11 	785 	0,10
01182 	ANTEQUERA 	792 	0,10 	805 	0,11
01182 	PUERTA 	805 	0,11 	792 	0,10
01182 	RIBE 	755 	0,10 	842 	0,11
01185 	FORNOS 	813 	0,11 	782 	0,10
01185 	GELABERT 	781 	0,10 	814 	0,11
01187 	PARRAMON 	805 	0,11 	789 	0,10
01187 	PUIGVERT 	812 	0,11 	782 	0,10
01189 	SEBASTIA 	781 	0,10 	812 	0,11
01190 	BARBOSA 	865 	0,11 	725 	0,10
01191 	CORNEJO 	804 	0,11 	785 	0,10
01192 	PINILLA 	768 	0,10 	820 	0,11
01193 	BRU 	831 	0,11 	756 	0,10
01193 	PRADA 	750 	0,10 	837 	0,11
01195 	PICO 	773 	0,10 	813 	0,11
01196 	DE CASTRO 	784 	0,10 	801 	0,11
01197 	DE OLIVEIRA 	756 	0,10 	826 	0,11
01197 	TUBAU 	763 	0,10 	819 	0,11
01199 	PERAL 	789 	0,10 	792 	0,10
01200 	SARMIENTO 	840 	0,11 	740 	0,10

    * Menys resultats
    * Més resultats

01201 	CLAVERO 	796 	0,11 	783 	0,10
01202 	BERNAUS 	813 	0,11 	765 	0,10
01203 	ESTRUCH 	785 	0,10 	786 	0,10
01204 	CARULLA 	793 	0,11 	777 	0,10
01204 	LLEIXA 	810 	0,11 	760 	0,10
01206 	AGUERA 	805 	0,11 	759 	0,10
01207 	FERRERAS 	821 	0,11 	742 	0,10
01207 	FORCADA 	787 	0,10 	776 	0,10
01207 	TRINIDAD 	788 	0,10 	775 	0,10
01210 	CARDOSO 	813 	0,11 	749 	0,10
01211 	BAS 	734 	0,10 	827 	0,11
01212 	RUS 	930 	0,12 	629 	0,08
01213 	CERDAN 	799 	0,11 	758 	0,10
01214 	GAYA 	824 	0,11 	732 	0,10
01215 	PARADA 	742 	0,10 	813 	0,11
01216 	ENRICH 	790 	0,10 	763 	0,10
01217 	MINGUEZ 	760 	0,10 	792 	0,10
01217 	ROMO 	748 	0,10 	804 	0,11
01219 	TOVAR 	739 	0,10 	812 	0,11
01220 	LOBO 	750 	0,10 	797 	0,11
01221 	MARISCAL 	794 	0,11 	752 	0,10
01222 	CONEJO 	711 	0,09 	834 	0,11
01223 	SEGUI 	780 	0,10 	764 	0,10
01224 	AGUILO 	823 	0,11 	720 	0,10
01225 	BADOSA 	770 	0,10 	772 	0,10

    * Menys resultats
    * Més resultats

01226 	ATIENZA 	767 	0,10 	774 	0,10
01227 	ARNAL 	765 	0,10 	771 	0,10
01228 	MUNTANE 	801 	0,11 	734 	0,10
01228 	TORRUELLA 	777 	0,10 	758 	0,10
01228 	VAL 	778 	0,10 	757 	0,10
01231 	MORILLA 	787 	0,10 	744 	0,10
01232 	ANTOLIN 	692 	0,09 	838 	0,11
01232 	SANMARTIN 	792 	0,10 	738 	0,10
01232 	VERDUGO 	725 	0,10 	805 	0,11
01235 	GIRON 	742 	0,10 	787 	0,10
01235 	PUGA 	764 	0,10 	765 	0,10
01235 	QUER 	783 	0,10 	746 	0,10
01238 	FRANCES 	758 	0,10 	770 	0,10
01239 	ALMANSA 	771 	0,10 	755 	0,10
01239 	TRILLA 	824 	0,11 	702 	0,09
01241 	LABRADOR 	703 	0,09 	820 	0,11
01242 	BALLESTE 	745 	0,10 	777 	0,10
01242 	MARINE 	736 	0,10 	786 	0,10
01244 	DE DIOS 	791 	0,10 	729 	0,10
01244 	MOLIST 	807 	0,11 	713 	0,09
01244 	VALCARCEL 	765 	0,10 	755 	0,10
01247 	BERBEL 	760 	0,10 	759 	0,10
01247 	CUNILL 	815 	0,11 	704 	0,09
01249 	CHAVARRIA 	817 	0,11 	701 	0,09
01249 	MULA 	700 	0,09 	818 	0,11

    * Menys resultats
    * Més resultats

01249 	PIQUER 	740 	0,10 	778 	0,10
01252 	BORJA 	776 	0,10 	737 	0,10
01253 	MARGARIT 	772 	0,10 	739 	0,10
01254 	DAZA 	752 	0,10 	758 	0,10
01255 	LIMA 	751 	0,10 	758 	0,10
01256 	IQBAL 	1.451 	0,19 	57 	<0,01
01257 	HERREROS 	771 	0,10 	735 	0,10
01257 	HIGUERAS 	781 	0,10 	725 	0,10
01259 	CORBELLA 	728 	0,10 	777 	0,10
01260 	CAPEL 	716 	0,09 	787 	0,10
01261 	VERGE 	754 	0,10 	748 	0,10
01262 	GUILLAMON 	709 	0,09 	790 	0,10
01263 	MOHAMED 	760 	0,10 	737 	0,10
01264 	ACUÑA 	752 	0,10 	744 	0,10
01264 	GABARRI 	822 	0,11 	674 	0,09
01266 	BENEDICTO 	705 	0,09 	788 	0,10
01266 	CAPELL 	765 	0,10 	728 	0,10
01268 	SELLARES 	780 	0,10 	712 	0,09
01269 	SALVATIERRA 	749 	0,10 	739 	0,10
01270 	MAGRIÑA 	721 	0,10 	765 	0,10
01271 	PELEGRIN 	744 	0,10 	741 	0,10
01272 	CROS 	744 	0,10 	740 	0,10
01273 	GASPAR 	761 	0,10 	722 	0,10
01273 	IBORRA 	716 	0,09 	767 	0,10
01275 	MONTANER 	750 	0,10 	731 	0,10

    * Menys resultats
    * Més resultats

01275 	ZHU 	1.420 	0,19 	61 	<0,01
01277 	FREIRE 	743 	0,10 	736 	0,10
01277 	MORE 	719 	0,10 	760 	0,10
01279 	BARRIENTOS 	779 	0,10 	697 	0,09
01279 	DE MIGUEL 	805 	0,11 	671 	0,09
01281 	BLASI 	738 	0,10 	737 	0,10
01281 	PANISELLO 	734 	0,10 	741 	0,10
01283 	MONTOLIU 	748 	0,10 	724 	0,10
01283 	QUEVEDO 	749 	0,10 	723 	0,10
01285 	DEL OLMO 	749 	0,10 	720 	0,10
01286 	BRIONES 	725 	0,10 	743 	0,10
01287 	BOTELLA 	733 	0,10 	734 	0,10
01288 	FONTANALS 	742 	0,10 	721 	0,10
01289 	ARRUFAT 	741 	0,10 	720 	0,10
01289 	SALIDO 	719 	0,10 	742 	0,10
01291 	CLAVERIA 	696 	0,09 	763 	0,10
01292 	COS 	760 	0,10 	694 	0,09
01293 	GOMA 	747 	0,10 	705 	0,09
01294 	CENTENO 	683 	0,09 	768 	0,10
01294 	LLAGOSTERA 	723 	0,10 	728 	0,10
01294 	MOR 	748 	0,10 	703 	0,09
01297 	FORNS 	717 	0,10 	731 	0,10
01298 	JARQUE 	694 	0,09 	751 	0,10
01298 	MILLA 	730 	0,10 	715 	0,09
01298 	RAMIRO 	709 	0,09 	736 	0,10

    * Menys resultats
    * Més resultats

01301 	TAPIAS 	706 	0,09 	738 	0,10
01302 	CERVELLO 	712 	0,09 	730 	0,10
01303 	CUGAT 	697 	0,09 	743 	0,10
01303 	NIUBO 	769 	0,10 	671 	0,09
01305 	FALCON 	738 	0,10 	701 	0,09
01305 	MAZA 	741 	0,10 	698 	0,09
01305 	MORANTE 	726 	0,10 	713 	0,09
01308 	CUADROS 	690 	0,09 	748 	0,10
01309 	ROBLEDO 	737 	0,10 	700 	0,09
01309 	TOURAY 	1.187 	0,16 	250 	0,03
01311 	MATOS 	711 	0,09 	725 	0,10
01312 	CANADELL 	757 	0,10 	677 	0,09
01313 	BALSELLS 	783 	0,10 	650 	0,09
01313 	PADRO 	684 	0,09 	749 	0,10
01315 	PARRAGA 	722 	0,10 	710 	0,09
01315 	PERARNAU 	722 	0,10 	710 	0,09
01315 	SUÑER 	673 	0,09 	759 	0,10
01318 	RODES 	731 	0,10 	700 	0,09
01319 	JUNCA 	697 	0,09 	733 	0,10
01320 	BALLESTA 	721 	0,10 	708 	0,09
01320 	SOBRINO 	725 	0,10 	704 	0,09
01322 	SORRIBES 	725 	0,10 	703 	0,09
01323 	CORBACHO 	683 	0,09 	742 	0,10
01324 	ROSSELL 	753 	0,10 	671 	0,09
01325 	GAGO 	715 	0,09 	708 	0,09

    * Menys resultats
    * Més resultats

01326 	ARBOS 	723 	0,10 	698 	0,09
01326 	GABRIEL 	733 	0,10 	688 	0,09
01328 	CAPELLA 	739 	0,10 	680 	0,09
01328 	PICON 	716 	0,09 	703 	0,09
01330 	FORTES 	710 	0,09 	707 	0,09
01331 	GOMES 	888 	0,12 	528 	0,07
01332 	ANGEL 	695 	0,09 	720 	0,10
01333 	LLANOS 	750 	0,10 	664 	0,09
01334 	ALMEIDA 	756 	0,10 	656 	0,09
01334 	COLLELL 	731 	0,10 	681 	0,09
01334 	DOMENE 	705 	0,09 	707 	0,09
01334 	VIÑOLAS 	685 	0,09 	727 	0,10
01338 	CASTILLEJO 	774 	0,10 	636 	0,08
01339 	TRILLO 	693 	0,09 	710 	0,09
01340 	MORENTE 	712 	0,09 	690 	0,09
01341 	AVELLANEDA 	708 	0,09 	692 	0,09
01342 	MITJANS 	695 	0,09 	704 	0,09
01343 	PELEGRI 	685 	0,09 	713 	0,09
01344 	CELMA 	740 	0,10 	657 	0,09
01345 	FONSECA 	782 	0,10 	613 	0,08
01345 	MARTINS 	786 	0,10 	609 	0,08
01347 	BERNABEU 	733 	0,10 	661 	0,09
01348 	BOLIVAR 	660 	0,09 	733 	0,10
01349 	OLIVEIRA 	785 	0,10 	607 	0,08
01350 	PITARCH 	669 	0,09 	722 	0,10

    * Menys resultats
    * Més resultats

01351 	GALOFRE 	721 	0,10 	669 	0,09
01351 	MAMANI 	669 	0,09 	721 	0,10
01353 	MARCET 	691 	0,09 	698 	0,09
01354 	BALADA 	700 	0,09 	688 	0,09
01355 	CASTAÑE 	744 	0,10 	643 	0,09
01356 	ROSES 	755 	0,10 	631 	0,08
01357 	COLELL 	715 	0,09 	667 	0,09
01358 	AROCA 	693 	0,09 	688 	0,09
01358 	CAMARASA 	705 	0,09 	676 	0,09
01358 	GALI 	765 	0,10 	616 	0,08
01358 	ROGER 	703 	0,09 	678 	0,09
01362 	ESCOFET 	741 	0,10 	639 	0,08
01362 	KHAN 	1.104 	0,15 	276 	0,04
01364 	MALLOL 	690 	0,09 	687 	0,09
01364 	ROSET 	761 	0,10 	616 	0,08
01366 	BARROS 	700 	0,09 	674 	0,09
01366 	UBACH 	682 	0,09 	692 	0,09
01368 	MELGAR 	673 	0,09 	700 	0,09
01369 	ZAMBRANA 	676 	0,09 	696 	0,09
01370 	CABRERIZO 	635 	0,08 	736 	0,10
01371 	SAUMELL 	682 	0,09 	688 	0,09
01371 	ZUÑIGA 	680 	0,09 	690 	0,09
01373 	BIGAS 	700 	0,09 	667 	0,09
01374 	ARRABAL 	661 	0,09 	705 	0,09
01374 	PANADES 	671 	0,09 	695 	0,09

    * Menys resultats
    * Més resultats

01376 	ESCAMILLA 	678 	0,09 	687 	0,09
01376 	TRIGO 	648 	0,09 	717 	0,10
01378 	AGULLO 	725 	0,10 	639 	0,08
01378 	ROIGE 	720 	0,10 	644 	0,09
01380 	CARNE 	725 	0,10 	638 	0,08
01381 	PALAZON 	755 	0,10 	606 	0,08
01381 	PARELLADA 	670 	0,09 	691 	0,09
01383 	VILLAGRASA 	655 	0,09 	703 	0,09
01384 	CLARET 	682 	0,09 	674 	0,09
01384 	LLAMBRICH 	670 	0,09 	686 	0,09
01386 	BASTIDA 	657 	0,09 	697 	0,09
01387 	CUELLO 	696 	0,09 	653 	0,09
01388 	CHICO 	688 	0,09 	655 	0,09
01389 	VILLARROYA 	635 	0,08 	706 	0,09
01390 	GASSO 	724 	0,10 	616 	0,08
01391 	ZAPATER 	660 	0,09 	679 	0,09
01392 	FRUTOS 	683 	0,09 	655 	0,09
01392 	SOTERAS 	654 	0,09 	684 	0,09
01392 	VALENTI 	707 	0,09 	631 	0,08
01395 	CLOSA 	735 	0,10 	601 	0,08
01395 	GRANELL 	685 	0,09 	651 	0,09
01397 	BLANES 	686 	0,09 	649 	0,09
01397 	LAGO 	676 	0,09 	659 	0,09
01399 	CLOS 	660 	0,09 	673 	0,09
01399 	FREIXES 	671 	0,09 	662 	0,09

    * Menys resultats
    * Més resultats

01401 	CASADEMONT 	656 	0,09 	676 	0,09
01402 	NOVELL 	655 	0,09 	676 	0,09
01403 	BUIL 	622 	0,08 	708 	0,09
01403 	LARROSA 	704 	0,09 	626 	0,08
01405 	MORO 	640 	0,08 	688 	0,09
01405 	TUTUSAUS 	674 	0,09 	654 	0,09
01407 	BORDAS 	674 	0,09 	653 	0,09
01408 	MEGIAS 	712 	0,09 	614 	0,08
01408 	PAU 	657 	0,09 	669 	0,09
01410 	FELIX 	660 	0,09 	665 	0,09
01410 	GAY 	668 	0,09 	657 	0,09
01412 	RIFA 	616 	0,08 	708 	0,09
01413 	GALISTEO 	642 	0,09 	675 	0,09
01414 	FLORIDO 	646 	0,09 	669 	0,09
01414 	LAVADO 	694 	0,09 	621 	0,08
01416 	AYLLON 	668 	0,09 	646 	0,09
01416 	CENTELLES 	704 	0,09 	610 	0,08
01416 	LLOBERA 	660 	0,09 	654 	0,09
01416 	SAFONT 	650 	0,09 	664 	0,09
01420 	CARRASCOSA 	672 	0,09 	641 	0,08
01421 	ROMAGOSA 	704 	0,09 	608 	0,08
01422 	ALBERICH 	648 	0,09 	663 	0,09
01422 	PIEDRA 	657 	0,09 	654 	0,09
01422 	YESTE 	673 	0,09 	638 	0,08
01425 	BARREIRO 	660 	0,09 	650 	0,09

    * Menys resultats
    * Més resultats

01425 	VIZUETE 	663 	0,09 	647 	0,09
01427 	CARCELLER 	631 	0,08 	677 	0,09
01428 	PEDROL 	644 	0,09 	663 	0,09
01429 	OVIEDO 	635 	0,08 	671 	0,09
01430 	NOGUERAS 	691 	0,09 	614 	0,08
01431 	VERDEJO 	663 	0,09 	641 	0,08
01432 	RIGAU 	626 	0,08 	673 	0,09
01433 	GUIMERA 	640 	0,08 	658 	0,09
01433 	LLOVERA 	627 	0,08 	671 	0,09
01433 	MOLINE 	641 	0,08 	657 	0,09
01433 	SELLES 	695 	0,09 	603 	0,08
01437 	HOYOS 	654 	0,09 	642 	0,09
01437 	TORREJON 	699 	0,09 	597 	0,08
01439 	PACHON 	628 	0,08 	667 	0,09
01440 	LAO 	670 	0,09 	624 	0,08
01440 	MONTALVO 	636 	0,08 	658 	0,09
01442 	VIVO 	636 	0,08 	656 	0,09
01442 	YAGUE 	629 	0,08 	663 	0,09
01444 	DONOSO 	663 	0,09 	628 	0,08
01444 	GABARRE 	707 	0,09 	584 	0,08
01446 	ALMAZAN 	634 	0,08 	654 	0,09
01446 	ROSICH 	636 	0,08 	652 	0,09
01448 	TRIGUERO 	622 	0,08 	665 	0,09
01449 	BALAÑA 	665 	0,09 	621 	0,08
01450 	ESCALANTE 	684 	0,09 	601 	0,08

    * Menys resultats
    * Més resultats

01451 	BARBERAN 	616 	0,08 	668 	0,09
01451 	SALVANS 	662 	0,09 	622 	0,08
01453 	JOFRE 	668 	0,09 	614 	0,08
01454 	GRIMA 	652 	0,09 	629 	0,08
01454 	REÑE 	629 	0,08 	652 	0,09
01454 	TORTAJADA 	643 	0,09 	638 	0,08
01457 	SOLANES 	624 	0,08 	656 	0,09
01458 	VALENTIN 	634 	0,08 	644 	0,09
01459 	ALTARRIBA 	626 	0,08 	651 	0,09
01459 	MORTE 	650 	0,09 	627 	0,08
01459 	TORREGROSA 	582 	0,08 	695 	0,09
01462 	FEIXAS 	616 	0,08 	660 	0,09
01462 	HOLGADO 	661 	0,09 	615 	0,08
01464 	SAINZ 	655 	0,09 	620 	0,08
01464 	VALLVE 	677 	0,09 	598 	0,08
01466 	BURGUES 	638 	0,08 	636 	0,08
01466 	SANTIN 	640 	0,08 	634 	0,08
01468 	BERNAD 	662 	0,09 	611 	0,08
01468 	ESTANY 	638 	0,08 	635 	0,08
01470 	LLORT 	621 	0,08 	651 	0,09
01471 	RANGEL 	640 	0,08 	631 	0,08
01471 	VILLALOBOS 	649 	0,09 	622 	0,08
01473 	TERRON 	583 	0,08 	687 	0,09
01474 	CASTANY 	647 	0,09 	620 	0,08
01474 	COROMINA 	682 	0,09 	585 	0,08

    * Menys resultats
    * Més resultats

01476 	SAN JOSE 	650 	0,09 	616 	0,08
01477 	URIBE 	637 	0,08 	627 	0,08
01478 	ARAN 	649 	0,09 	614 	0,08
01478 	VIDIELLA 	642 	0,09 	621 	0,08
01480 	PICAZO 	602 	0,08 	660 	0,09
01481 	CORPAS 	649 	0,09 	611 	0,08
01482 	CAMI 	654 	0,09 	605 	0,08
01483 	CALAF 	594 	0,08 	663 	0,09
01484 	FARGAS 	663 	0,09 	593 	0,08
01485 	MORRAL 	689 	0,09 	566 	0,08
01486 	MUHAMMAD 	1.163 	0,15 	91 	0,01
01487 	MORROS 	627 	0,08 	626 	0,08
01488 	GONGORA 	637 	0,08 	615 	0,08
01489 	MANSO 	547 	0,07 	703 	0,09
01489 	PABLO 	587 	0,08 	663 	0,09
01491 	ROCAMORA 	644 	0,09 	605 	0,08
01492 	GASULL 	659 	0,09 	588 	0,08
01492 	ORO 	594 	0,08 	653 	0,09
01494 	MURIEL 	572 	0,08 	673 	0,09
01495 	DE LAS HERAS 	660 	0,09 	584 	0,08
01496 	CERRATO 	667 	0,09 	576 	0,08
01497 	BORRULL 	621 	0,08 	620 	0,08
01498 	NEGRE 	630 	0,08 	610 	0,08
01499 	DEL CAMPO 	628 	0,08 	611 	0,08
01500 	FERRERA 	600 	0,08 	638 	0,08

    * Menys resultats
    * Més resultats

01500 	PIÑA 	627 	0,08 	611 	0,08
01502 	MORAGAS 	607 	0,08 	627 	0,08
01503 	QUIROZ 	642 	0,09 	591 	0,08
01504 	VILARRASA 	627 	0,08 	605 	0,08
01505 	ESPUNY 	566 	0,08 	665 	0,09
01506 	SARABIA 	594 	0,08 	636 	0,08
01507 	MOLES 	564 	0,07 	665 	0,09
01507 	MONROY 	668 	0,09 	561 	0,07
01509 	ALOS 	617 	0,08 	611 	0,08
01509 	MANRESA 	650 	0,09 	578 	0,08
01511 	MECA 	669 	0,09 	558 	0,07
01512 	HIERRO 	636 	0,08 	587 	0,08
01513 	BARRIGA 	667 	0,09 	555 	0,07
01514 	DEVESA 	619 	0,08 	602 	0,08
01515 	ROMEO 	619 	0,08 	601 	0,08
01516 	AMOR 	635 	0,08 	582 	0,08
01516 	CANTO 	647 	0,09 	570 	0,08
01516 	JOU 	639 	0,08 	578 	0,08
01516 	SERRES 	608 	0,08 	609 	0,08
01520 	BERGADA 	651 	0,09 	565 	0,07
01521 	CADENAS 	583 	0,08 	632 	0,08
01522 	CORDOVA 	639 	0,08 	573 	0,08
01522 	PEÑAS 	607 	0,08 	605 	0,08
01524 	YANG 	1.137 	0,15 	72 	<0,01
01525 	SADURNI 	625 	0,08 	582 	0,08

    * Menys resultats
    * Més resultats

01526 	MENESES 	665 	0,09 	541 	0,07
01527 	PIÑEIRO 	581 	0,08 	622 	0,08
01528 	ANAYA 	616 	0,08 	586 	0,08
01529 	DE SOUZA 	563 	0,07 	636 	0,08
01529 	MUNUERA 	579 	0,08 	620 	0,08
01529 	SALLES 	622 	0,08 	577 	0,08
01529 	TRAVE 	601 	0,08 	598 	0,08
01533 	MANJON 	605 	0,08 	593 	0,08
01533 	MORGADO 	609 	0,08 	589 	0,08
01535 	CULLELL 	618 	0,08 	577 	0,08
01535 	REVILLA 	655 	0,09 	540 	0,07
01537 	MENGUAL 	603 	0,08 	590 	0,08
01538 	TABOADA 	600 	0,08 	592 	0,08
01539 	MONNE 	537 	0,07 	654 	0,09
01540 	BELLES 	628 	0,08 	562 	0,07
01541 	BERGA 	597 	0,08 	592 	0,08
01542 	CASTEJON 	629 	0,08 	559 	0,07
01542 	PAJARES 	624 	0,08 	564 	0,07
01544 	BARRIONUEVO 	589 	0,08 	598 	0,08
01544 	GARROTE 	584 	0,08 	603 	0,08
01544 	RIBEIRO 	661 	0,09 	526 	0,07
01547 	CALLAU 	618 	0,08 	568 	0,08
01547 	ESPINAL 	615 	0,08 	571 	0,08
01549 	FAURA 	636 	0,08 	548 	0,07
01550 	CASADESUS 	589 	0,08 	593 	0,08

    * Menys resultats
    * Més resultats

01550 	GONZALVO 	609 	0,08 	573 	0,08
01552 	BARNES 	573 	0,08 	608 	0,08
01553 	BARAHONA 	613 	0,08 	567 	0,08
01553 	POL 	572 	0,08 	608 	0,08
01555 	NIN 	614 	0,08 	564 	0,07
01556 	BRITO 	604 	0,08 	573 	0,08
01556 	SALLENT 	600 	0,08 	577 	0,08
01558 	SANTACANA 	615 	0,08 	561 	0,07
01559 	SEDANO 	569 	0,08 	606 	0,08
01560 	BIELSA 	572 	0,08 	600 	0,08
01561 	COT 	587 	0,08 	582 	0,08
01561 	IRANZO 	521 	0,07 	648 	0,09
01561 	PINOS 	604 	0,08 	565 	0,07
01561 	VILLARROEL 	574 	0,08 	595 	0,08
01565 	ALIAS 	553 	0,07 	615 	0,08
01565 	BASSAS 	619 	0,08 	549 	0,07
01565 	ESPINOLA 	601 	0,08 	567 	0,08
01568 	CINTAS 	558 	0,07 	609 	0,08
01568 	PEDRO 	600 	0,08 	567 	0,08
01570 	FARRERAS 	555 	0,07 	608 	0,08
01571 	HOLGUIN 	554 	0,07 	608 	0,08
01571 	MARZO 	602 	0,08 	560 	0,07
01573 	LLINAS 	573 	0,08 	587 	0,08
01574 	LLONCH 	575 	0,08 	584 	0,08
01575 	REBULL 	529 	0,07 	628 	0,08

    * Menys resultats
    * Més resultats

01576 	CANUDAS 	581 	0,08 	575 	0,08
01576 	DE JESUS 	597 	0,08 	559 	0,07
01576 	SACRISTAN 	553 	0,07 	603 	0,08
01576 	TOUS 	612 	0,08 	544 	0,07
01580 	CASTAN 	580 	0,08 	575 	0,08
01580 	GODIA 	591 	0,08 	564 	0,07
01582 	PEDROLA 	572 	0,08 	582 	0,08
01583 	ESCRIBA 	575 	0,08 	577 	0,08
01584 	COMES 	601 	0,08 	550 	0,07
01584 	FERNANDES 	663 	0,09 	488 	0,06
01584 	VACAS 	576 	0,08 	575 	0,08
01587 	LLACH 	537 	0,07 	613 	0,08
01588 	CARRO 	553 	0,07 	596 	0,08
01588 	GARRETA 	627 	0,08 	522 	0,07
01588 	PEDROS 	585 	0,08 	564 	0,07
01588 	VALDEZ 	603 	0,08 	546 	0,07
01592 	CAÑADA 	561 	0,07 	587 	0,08
01592 	LEYVA 	542 	0,07 	606 	0,08
01594 	LLEONART 	604 	0,08 	543 	0,07
01594 	MALAGON 	596 	0,08 	551 	0,07
01594 	PUIGDOMENECH 	602 	0,08 	545 	0,07
01597 	AMARO 	600 	0,08 	546 	0,07
01597 	CASAMITJANA 	597 	0,08 	549 	0,07
01599 	CLAPES 	633 	0,08 	512 	0,07
01599 	GIRBAU 	590 	0,08 	555 	0,07

    * Menys resultats
    * Més resultats

01601 	ALBALADEJO 	555 	0,07 	589 	0,08
01601 	BANUS 	564 	0,07 	580 	0,08
01603 	JARDI 	580 	0,08 	562 	0,07
01604 	MONTEAGUDO 	579 	0,08 	562 	0,07
01604 	TENORIO 	576 	0,08 	565 	0,07
01604 	TREPAT 	564 	0,07 	577 	0,08
01607 	BONASTRE 	575 	0,08 	565 	0,07
01608 	ARUMI 	614 	0,08 	525 	0,07
01608 	BAIGES 	583 	0,08 	556 	0,07
01610 	CALATAYUD 	580 	0,08 	558 	0,07
01610 	CEESAY 	966 	0,13 	172 	0,02
01610 	PONSA 	594 	0,08 	544 	0,07
01613 	BEJAR 	577 	0,08 	560 	0,07
01613 	CUNILLERA 	606 	0,08 	531 	0,07
01613 	NDIAYE 	1.062 	0,14 	75 	<0,01
01616 	SAMPEDRO 	557 	0,07 	579 	0,08
01616 	TOST 	561 	0,07 	575 	0,08
01618 	ECHEVARRIA 	551 	0,07 	584 	0,08
01618 	PINTOR 	558 	0,07 	577 	0,08
01620 	BONFILL 	575 	0,08 	559 	0,07
01621 	ZHENG 	1.084 	0,14 	48 	<0,01
01622 	JIN 	1.095 	0,15 	36 	<0,01
01622 	TORRALBO 	541 	0,07 	590 	0,08
01624 	KUMAR 	1.108 	0,15 	21 	<0,01
01625 	LIÑAN 	541 	0,07 	584 	0,08

    * Menys resultats
    * Més resultats

01626 	CHINCHILLA 	573 	0,08 	551 	0,07
01627 	AMADO 	536 	0,07 	587 	0,08
01628 	MUNTADA 	556 	0,07 	566 	0,08
01628 	TOME 	554 	0,07 	568 	0,08
01630 	MAQUEDA 	528 	0,07 	593 	0,08
01631 	PIJOAN 	562 	0,07 	558 	0,07
01632 	BALASCH 	554 	0,07 	565 	0,07
01632 	COLET 	585 	0,08 	534 	0,07
01632 	RUSIÑOL 	575 	0,08 	544 	0,07
01632 	SILLERO 	572 	0,08 	547 	0,07
01636 	PLANES 	564 	0,07 	553 	0,07
01636 	ZABALA 	571 	0,08 	546 	0,07
01638 	RAJA 	610 	0,08 	506 	0,07
01639 	MILIAN 	552 	0,07 	563 	0,07
01640 	BOLAÑOS 	544 	0,07 	570 	0,08
01640 	CABANAS 	557 	0,07 	557 	0,07
01642 	SANROMA 	613 	0,08 	499 	0,07
01643 	BAZAN 	552 	0,07 	558 	0,07
01643 	ESTIVILL 	573 	0,08 	537 	0,07
01645 	ARBONES 	545 	0,07 	564 	0,07
01646 	MONDEJAR 	547 	0,07 	560 	0,07
01647 	BOLDU 	579 	0,08 	527 	0,07
